russian,ingush,definition,source
метить,белгало е́,,ingush_dictionary_full.txt
наметить,белгало е,,ingush_dictionary_full.txt
пометить,белгало е,,ingush_dictionary_full.txt
символизировать,белгало хила,,ingush_dictionary_full.txt
меченый,белгало я,,ingush_dictionary_full.txt
перспектива,белгалонаш,,ingush_dictionary_full.txt
разметить,белгало́наш е,,ingush_dictionary_full.txt
разметка,белгало́наш яр,,ingush_dictionary_full.txt
поверье,белгало́нех те́шар,,ingush_dictionary_full.txt
символический,белгало́ний,,ingush_dictionary_full.txt
исключительность,белгга хилар,,ingush_dictionary_full.txt
определённо,белгга́,,ingush_dictionary_full.txt
исключительный,белгга,,ingush_dictionary_full.txt
обязательно,белггала,,ingush_dictionary_full.txt
заметно,белггала,,ingush_dictionary_full.txt
именно (част.),белггала,,ingush_dictionary_full.txt
именно,белггала,,ingush_dictionary_full.txt
Бельгия,Belgija,,ingush_dictionary_full.txt
желтковый,беле,,ingush_dictionary_full.txt
желток,бели,,ingush_dictionary_full.txt
желтоватый,белие,,ingush_dictionary_full.txt
Белиз,Белиз,,ingush_dictionary_full.txt
белизец,белизхо,,ingush_dictionary_full.txt
белизец (Северная Америка),белизхо,,ingush_dictionary_full.txt
белизка,белизхо,,ingush_dictionary_full.txt
белизский,белизхой,,ingush_dictionary_full.txt
открыть,белла,,ingush_dictionary_full.txt
понуд. ф. от белла (открыть),беллийта,,ingush_dictionary_full.txt
белау (Австралия и Океания),бело,,ingush_dictionary_full.txt
Белоруссия,Belorussija,,ingush_dictionary_full.txt
белорусский,белорусски,,ingush_dictionary_full.txt
белуджи (Азия),белудже,,ingush_dictionary_full.txt
плакать,белха,,ingush_dictionary_full.txt
трудолюбивый,белха тӀера вола,,ingush_dictionary_full.txt
трудолюбие,белха тӀера хилар,,ingush_dictionary_full.txt
понуд. ф. от белхабе (заставить плакать),белхабайта,,ingush_dictionary_full.txt
заставить плакать,белхабе,,ingush_dictionary_full.txt
плач,белхам,,ingush_dictionary_full.txt
коллективная помощь (оказывается родственниками,белхий,,ingush_dictionary_full.txt
помощь,белхий,,ingush_dictionary_full.txt
взаимопомощь,белхий,,ingush_dictionary_full.txt
коллективная помощь,белхий,,ingush_dictionary_full.txt
закон,белхий окъо,,ingush_dictionary_full.txt
понуд. ф. от белха (плакать),белхийта,,ingush_dictionary_full.txt
по-бельгийски,бельгашха,,ingush_dictionary_full.txt
бельгиец,бельге,,ingush_dictionary_full.txt
бельгиец (Европа),бельге,,ingush_dictionary_full.txt
бельгийка,бельге,,ingush_dictionary_full.txt
бельгийский,бельгий,,ingush_dictionary_full.txt
бембе (Африка),бембе,,ingush_dictionary_full.txt
бена (Африка),бена,,ingush_dictionary_full.txt
бенабена (Австралия и Океания),бенбене,,ingush_dictionary_full.txt
бенгальский тигр,бенгалера цӀокъ,,ingush_dictionary_full.txt
бенгалец,бенгало,,ingush_dictionary_full.txt
бенгалец (Азия),бенгало,,ingush_dictionary_full.txt
бенгалка,бенгало,,ingush_dictionary_full.txt
Бенгальский залив,Бенгалой форда га,,ingush_dictionary_full.txt
бенгальский,бенгалой,,ingush_dictionary_full.txt
Бенгалия,Бенгалойче,,ingush_dictionary_full.txt
Бангладеш,Бенгалойче,,ingush_dictionary_full.txt
по-бенгальски,бенгалошха,,ingush_dictionary_full.txt
мохевец (Кавказ),бене,,ingush_dictionary_full.txt
чабан,бене,,ingush_dictionary_full.txt
мохевец,бе́не,,ingush_dictionary_full.txt
мохевка,бе́не,,ingush_dictionary_full.txt
1) мохевский баран (досл.); 2) баран с курдюком,бе́ни устагӀ,,ingush_dictionary_full.txt
грузинский баран,beni-kæ,,ingush_dictionary_full.txt
овцы мохевской породы,бе́ний жа,,ingush_dictionary_full.txt
кавказская овчарка,бе́ний жӀали,,ingush_dictionary_full.txt
альпийская галка,бе́ний къайг,,ingush_dictionary_full.txt
сорока,бений къайг,,ingush_dictionary_full.txt
клушица,бений къахьа́йг,,ingush_dictionary_full.txt
Мохевия,Бе́ний мохк,,ingush_dictionary_full.txt
мохевский,бе́ний,,ingush_dictionary_full.txt
сдохла корова,bennæb-jet,,ingush_dictionary_full.txt
балка,бер,,ingush_dictionary_full.txt
ложбина,бер,,ingush_dictionary_full.txt
лощина,бер,,ingush_dictionary_full.txt
ребёнок,бер,,ingush_dictionary_full.txt
дитя,бер,,ingush_dictionary_full.txt
чадо,бер,,ingush_dictionary_full.txt
младенец,бер,,ingush_dictionary_full.txt
1) балка; 2) овраг; 3) лощина,бер,,ingush_dictionary_full.txt
роды,бер дар,,ingush_dictionary_full.txt
рождение,бер дар,,ingush_dictionary_full.txt
роженица,бер даь сесаг,,ingush_dictionary_full.txt
рожать,бер де,,ingush_dictionary_full.txt
родовой,бер деш хулаш дола,,ingush_dictionary_full.txt
ребячиться,бер мо ле́ла,,ingush_dictionary_full.txt
ребенок,бер,,ingush_dictionary_full.txt
ребячливый,бе́ра оамал йола,,ingush_dictionary_full.txt
малолетство,бе́ра ха,,ingush_dictionary_full.txt
детство,бера ха,,ingush_dictionary_full.txt
младенческий,бера,,ingush_dictionary_full.txt
ребяческий,бера,,ingush_dictionary_full.txt
нянчить,бе́рага хье́жа,,ingush_dictionary_full.txt
беременная,берагӀа,,ingush_dictionary_full.txt
младенчество,бе́рал,,ingush_dictionary_full.txt
ребячество,бе́рал,,ingush_dictionary_full.txt
мальчишество,берал,,ingush_dictionary_full.txt
беременеть,берах хила,,ingush_dictionary_full.txt
дети,бе́раш,,ingush_dictionary_full.txt
ребята,бераш,,ingush_dictionary_full.txt
деторождение,бе́раш дар,,ingush_dictionary_full.txt
рождаемость,бе́раш дара боарам,,ingush_dictionary_full.txt
малолетний,берашха,,ingush_dictionary_full.txt
бербер,берберо,,ingush_dictionary_full.txt
бербер (Африка),берберо,,ingush_dictionary_full.txt
берберка,берберо,,ingush_dictionary_full.txt
берберский,берберой,,ingush_dictionary_full.txt
берег,берг,,ingush_dictionary_full.txt
кромка,берг,,ingush_dictionary_full.txt
ребёночек,берг,,ingush_dictionary_full.txt
1) берег; 2) конец; 3) кромка,берг,,ingush_dictionary_full.txt
ребятишки,бергаш,,ingush_dictionary_full.txt
детишки,бергаш,,ingush_dictionary_full.txt
обрыв,берд,,ingush_dictionary_full.txt
лоамашка кхиера болаш лакха айенна моттиг. дуодача хин дехьар,берд,,ingush_dictionary_full.txt
протез,берд,,ingush_dictionary_full.txt
дощатое ограждение мельничного жернова,берд,,ingush_dictionary_full.txt
1) обрыв; 2) берег; 3) мельничное колесо; 4) барабан (в механизмах),берд,,ingush_dictionary_full.txt
Берд-Юрт,Берд-Юрт,,ingush_dictionary_full.txt
барабан,берда,,ingush_dictionary_full.txt
колесо,берда,,ingush_dictionary_full.txt
винт,берда,,ingush_dictionary_full.txt
мельничное колесо,berdæ,,ingush_dictionary_full.txt
аул Заманкул,Berdæ-jurt,,ingush_dictionary_full.txt
бердянка,берданка,,ingush_dictionary_full.txt
побережье,бердйист,,ingush_dictionary_full.txt
набережный,бердйистера,,ingush_dictionary_full.txt
приречный клён,бердкъоахк,,ingush_dictionary_full.txt
скалистая овсянка,бердхьазилг,,ingush_dictionary_full.txt
зажить,берза,,ingush_dictionary_full.txt
повернуться,берза,,ingush_dictionary_full.txt
волчонок,берза кӀа́за,,ingush_dictionary_full.txt
волчий,берза,,ingush_dictionary_full.txt
понуд. ф. от берзабе 1 (вылечить),берзабайта,,ingush_dictionary_full.txt
вылечить,берзабе,,ingush_dictionary_full.txt
